,E (MeV),loc,Power,Avg. Flux
1728,2.55e-05,FT5,85.0,74694307246376.81
1729,2.55e-05,FT5,100.0,92156743750000.0
1730,2.55e-05,PTP,85.0,60687100000000.0
1731,2.55e-05,PTP,100.0,94989880800000.0
1732,2.55e-05,RB,85.0,36989440000000.0
1733,2.55e-05,RB,100.0,38981170000000.0
1734,2.7e-05,FT5,85.0,74428150000000.0
1735,2.7e-05,FT5,100.0,92064264583333.33
1736,2.7e-05,PTP,85.0,60731780000000.0
1737,2.7e-05,PTP,100.0,95133077200000.0
1738,2.7e-05,RB,85.0,36569297500000.0
1739,2.7e-05,RB,100.0,38624830000000.0
1740,2.8e-05,FT5,85.0,73955151449275.36
1741,2.8e-05,FT5,100.0,91742508333333.33
1742,2.8e-05,PTP,85.0,60808410000000.0
1743,2.8e-05,PTP,100.0,94734087600000.0
1744,2.8e-05,RB,85.0,35931185000000.0
1745,2.8e-05,RB,100.0,37982560000000.0
1746,3e-05,FT5,85.0,72974605072463.77
1747,3e-05,FT5,100.0,90920195833333.33
1748,3e-05,PTP,85.0,60391430000000.0
1749,3e-05,PTP,100.0,93670380800000.0
1750,3e-05,RB,85.0,35283437500000.0
1751,3e-05,RB,100.0,37255860000000.0
1752,3.2e-05,FT5,85.0,72058229710144.92
1753,3.2e-05,FT5,100.0,89767587500000.0
1754,3.2e-05,PTP,85.0,59562090000000.0
1755,3.2e-05,PTP,100.0,92659712400000.0
1756,3.2e-05,RB,85.0,34878310000000.0
1757,3.2e-05,RB,100.0,36864380000000.0
1758,3.4e-05,FT5,85.0,71728428985507.25
1759,3.4e-05,FT5,100.0,88981468750000.0
1760,3.4e-05,PTP,85.0,59033450000000.0
1761,3.4e-05,PTP,100.0,92287833200000.0
1762,3.4e-05,RB,85.0,34575185000000.0
1763,3.4e-05,RB,100.0,36587550000000.0
1764,3.6e-05,FT5,85.0,71284003623188.4
1765,3.6e-05,FT5,100.0,88122687500000.0
1766,3.6e-05,PTP,85.0,58796200000000.0
1767,3.6e-05,PTP,100.0,92154242000000.0
1768,3.6e-05,RB,85.0,34373995000000.0
1769,3.6e-05,RB,100.0,36345560000000.0
1770,3.8e-05,FT5,85.0,70930936956521.73
1771,3.8e-05,FT5,100.0,87584660416666.67
1772,3.8e-05,PTP,85.0,58612440000000.0
1773,3.8e-05,PTP,100.0,91862687600000.0
1774,3.8e-05,RB,85.0,34482670000000.0
1775,3.8e-05,RB,100.0,36582150000000.0
1776,4e-05,FT5,85.0,71363562318840.58
1777,4e-05,FT5,100.0,88418850000000.0
1778,4e-05,PTP,85.0,58893660000000.0
1779,4e-05,PTP,100.0,92381747200000.0
1780,4e-05,RB,85.0,34819777500000.0
1781,4e-05,RB,100.0,37053875000000.0
1782,4.25e-05,FT5,85.0,71280699275362.31
1783,4.25e-05,FT5,100.0,89287825000000.0
1784,4.25e-05,PTP,85.0,56643370000000.0
1785,4.25e-05,PTP,100.0,90271765600000.0
1786,4.25e-05,RB,85.0,35360552500000.0
1787,4.25e-05,RB,100.0,37473075000000.0
1788,4.5e-05,FT5,85.0,70932860869565.22
1789,4.5e-05,FT5,100.0,90020314583333.33
1790,4.5e-05,PTP,85.0,53251350000000.0
1791,4.5e-05,PTP,100.0,86563093200000.0
1792,4.5e-05,RB,85.0,35976950000000.0
1793,4.5e-05,RB,100.0,37990080000000.0
1794,4.75e-05,FT5,85.0,71862417391304.34
1795,4.75e-05,FT5,100.0,90891164583333.33
1796,4.75e-05,PTP,85.0,54951770000000.0
1797,4.75e-05,PTP,100.0,88635826400000.0
1798,4.75e-05,RB,85.0,36261267500000.0
1799,4.75e-05,RB,100.0,38401785000000.0
1800,5e-05,FT5,85.0,72815154347826.1
1801,5e-05,FT5,100.0,91080647916666.67
1802,5e-05,PTP,85.0,58379290000000.0
1803,5e-05,PTP,100.0,92534363200000.0
1804,5e-05,RB,85.0,36441432500000.0
1805,5e-05,RB,100.0,38628720000000.0
1806,5.25e-05,FT5,85.0,73160592753623.19
1807,5.25e-05,FT5,100.0,91297433333333.33
1808,5.25e-05,PTP,85.0,59632780000000.0
1809,5.25e-05,PTP,100.0,93837568400000.0
1810,5.25e-05,RB,85.0,36777095000000.0
1811,5.25e-05,RB,100.0,38888050000000.0
1812,5.5e-05,FT5,85.0,73348553623188.4
1813,5.5e-05,FT5,100.0,91394602083333.33
1814,5.5e-05,PTP,85.0,60261910000000.0
1815,5.5e-05,PTP,100.0,94474666000000.0
1816,5.5e-05,RB,85.0,36870852500000.0
1817,5.5e-05,RB,100.0,38965195000000.0
1818,5.75e-05,FT5,85.0,72932192028985.5
1819,5.75e-05,FT5,100.0,90565004166666.67
1820,5.75e-05,PTP,85.0,60298650000000.0
1821,5.75e-05,PTP,100.0,94430390000000.0
1822,5.75e-05,RB,85.0,36594260000000.0
1823,5.75e-05,RB,100.0,38685650000000.0
1824,6e-05,FT5,85.0,72208674637681.16
1825,6e-05,FT5,100.0,89413685416666.67
1826,6e-05,PTP,85.0,59854020000000.0
1827,6e-05,PTP,100.0,93817672400000.0
1828,6e-05,RB,85.0,36191785000000.0
1829,6e-05,RB,100.0,38289730000000.0
1830,6.3e-05,FT5,85.0,71873731884057.97
1831,6.3e-05,FT5,100.0,88618077083333.33
1832,6.3e-05,PTP,85.0,59586910000000.0
1833,6.3e-05,PTP,100.0,93458450000000.0
1834,6.3e-05,RB,85.0,36171310000000.0
1835,6.3e-05,RB,100.0,38318625000000.0
1836,6.6e-05,FT5,85.0,72100901449275.36
1837,6.6e-05,FT5,100.0,88896506250000.0
1838,6.6e-05,PTP,85.0,59477870000000.0
1839,6.6e-05,PTP,100.0,93603915200000.0
1840,6.6e-05,RB,85.0,36699427500000.0
1841,6.6e-05,RB,100.0,38915835000000.0
1842,6.9e-05,FT5,85.0,72525213043478.27
1843,6.9e-05,FT5,100.0,90222468750000.0
1844,6.9e-05,PTP,85.0,59289830000000.0
1845,6.9e-05,PTP,100.0,93772001200000.0
1846,6.9e-05,RB,85.0,37109392500000.0
1847,6.9e-05,RB,100.0,39412115000000.0
1848,7.2e-05,FT5,85.0,72573074637681.16
1849,7.2e-05,FT5,100.0,90971264583333.33
1850,7.2e-05,PTP,85.0,59431860000000.0
1851,7.2e-05,PTP,100.0,93879086800000.0
1852,7.2e-05,RB,85.0,36954055000000.0
1853,7.2e-05,RB,100.0,39438255000000.0
1854,7.6e-05,FT5,85.0,72377586231884.06
1855,7.6e-05,FT5,100.0,90818970833333.33
1856,7.6e-05,PTP,85.0,59716870000000.0
1857,7.6e-05,PTP,100.0,93584732800000.0
1858,7.6e-05,RB,85.0,36565010000000.0
1859,7.6e-05,RB,100.0,39338790000000.0
1860,8e-05,FT5,85.0,72680766666666.67
1861,8e-05,FT5,100.0,90987479166666.67
1862,8e-05,PTP,85.0,59650770000000.0
1863,8e-05,PTP,100.0,93187018800000.0
1864,8e-05,RB,85.0,36744827500000.0
1865,8e-05,RB,100.0,39841985000000.0
1866,8.4e-05,FT5,85.0,73482112318840.58
1867,8.4e-05,FT5,100.0,91782747916666.67
1868,8.4e-05,PTP,85.0,59912410000000.0
1869,8.4e-05,PTP,100.0,93900229600000.0
1870,8.4e-05,RB,85.0,37548032500000.0
1871,8.4e-05,RB,100.0,40979910000000.0
1872,8.8e-05,FT5,85.0,73846447101449.28
1873,8.8e-05,FT5,100.0,92334479166666.67
1874,8.8e-05,PTP,85.0,60289970000000.0
1875,8.8e-05,PTP,100.0,94761700000000.0
1876,8.8e-05,RB,85.0,37988085000000.0
1877,8.8e-05,RB,100.0,41805715000000.0
1878,9.2e-05,FT5,85.0,73482570289855.08
1879,9.2e-05,FT5,100.0,91986695833333.33
1880,9.2e-05,PTP,85.0,60190580000000.0
1881,9.2e-05,PTP,100.0,94681444000000.0
1882,9.2e-05,RB,85.0,37711445000000.0
1883,9.2e-05,RB,100.0,41938705000000.0
1884,9.6e-05,FT5,85.0,72886855797101.45
1885,9.6e-05,FT5,100.0,90846068750000.0
1886,9.6e-05,PTP,85.0,60139660000000.0
1887,9.6e-05,PTP,100.0,94368906400000.0
1888,9.6e-05,RB,85.0,37155507500000.0
1889,9.6e-05,RB,100.0,41736495000000.0
1890,0.0001,FT5,85.0,72213949275362.31
1891,0.0001,FT5,100.0,89659704166666.67
1892,0.0001,PTP,85.0,60393470000000.0
1893,0.0001,PTP,100.0,94084264400000.0
1894,0.0001,RB,85.0,36748487500000.0
1895,0.0001,RB,100.0,41715615000000.0
1896,0.000105,FT5,85.0,71738766666666.67
1897,0.000105,FT5,100.0,89477641666666.67
1898,0.000105,PTP,85.0,60588790000000.0
1899,0.000105,PTP,100.0,93930068400000.0
1900,0.000105,RB,85.0,36643102500000.0
1901,0.000105,RB,100.0,42135520000000.0
1902,0.00011,FT5,85.0,71534003623188.4
1903,0.00011,FT5,100.0,89737381250000.0
1904,0.00011,PTP,85.0,60325580000000.0
1905,0.00011,PTP,100.0,93734245600000.0
1906,0.00011,RB,85.0,36480430000000.0
1907,0.00011,RB,100.0,42411490000000.0
1908,0.000115,FT5,85.0,71518701449275.36
1909,0.000115,FT5,100.0,89538197916666.67
1910,0.000115,PTP,85.0,59397860000000.0
1911,0.000115,PTP,100.0,92953223600000.0
1912,0.000115,RB,85.0,36644542500000.0
1913,0.000115,RB,100.0,43003500000000.0
1914,0.00012,FT5,85.0,72738379710144.92
1915,0.00012,FT5,100.0,90408608333333.33
1916,0.00012,PTP,85.0,58942470000000.0
1917,0.00012,PTP,100.0,93204442800000.0
1918,0.00012,RB,85.0,38048332500000.0
1919,0.00012,RB,100.0,45194565000000.0
1920,0.0001275,FT5,85.0,75104768840579.7
1921,0.0001275,FT5,100.0,92946214583333.33
1922,0.0001275,PTP,85.0,60225700000000.0
1923,0.0001275,PTP,100.0,95515645600000.0
1924,0.0001275,RB,85.0,39776040000000.0
1925,0.0001275,RB,100.0,47762765000000.0
1926,0.000135,FT5,85.0,76745732608695.66
1927,0.000135,FT5,100.0,95038270833333.33
1928,0.000135,PTP,85.0,61787850000000.0
1929,0.000135,PTP,100.0,97762805200000.0
1930,0.000135,RB,85.0,40326900000000.0
1931,0.000135,RB,100.0,48802385000000.0
1932,0.0001425,FT5,85.0,76993561594202.9
1933,0.0001425,FT5,100.0,95675747916666.67
1934,0.0001425,PTP,85.0,62331810000000.0
1935,0.0001425,PTP,100.0,98706597200000.0
1936,0.0001425,RB,85.0,39668572500000.0
1937,0.0001425,RB,100.0,48325755000000.0
1938,0.00015,FT5,85.0,76535164492753.62
1939,0.00015,FT5,100.0,95506170833333.33
1940,0.00015,PTP,85.0,62391270000000.0
1941,0.00015,PTP,100.0,98869884800000.0
1942,0.00015,RB,85.0,38491567500000.0
1943,0.00015,RB,100.0,47174105000000.0
1944,0.00016,FT5,85.0,75460417391304.34
1945,0.00016,FT5,100.0,94419981250000.0
1946,0.00016,PTP,85.0,62049330000000.0
1947,0.00016,PTP,100.0,97974922400000.0
1948,0.00016,RB,85.0,37033415000000.0
1949,0.00016,RB,100.0,45671400000000.0
1950,0.00017,FT5,85.0,73797339130434.78
1951,0.00017,FT5,100.0,92493691666666.67
1952,0.00017,PTP,85.0,61348080000000.0
1953,0.00017,PTP,100.0,96143997200000.0
1954,0.00017,RB,85.0,35331380000000.0
1955,0.00017,RB,100.0,43879570000000.0
1956,0.00018,FT5,85.0,72059485507246.38
1957,0.00018,FT5,100.0,90457268750000.0
1958,0.00018,PTP,85.0,60456630000000.0
1959,0.00018,PTP,100.0,94804979600000.0
1960,0.00018,RB,85.0,33857175000000.0
1961,0.00018,RB,100.0,42166260000000.0
1962,0.00019,FT5,85.0,71130178260869.56
1963,0.00019,FT5,100.0,88926379166666.67
1964,0.00019,PTP,85.0,59762490000000.0
1965,0.00019,PTP,100.0,94245898400000.0
1966,0.00019,RB,85.0,32973502500000.0
1967,0.00019,RB,100.0,40961715000000.0
1968,0.0002,FT5,85.0,71247847101449.28
1969,0.0002,FT5,100.0,88390525000000.0
1970,0.0002,PTP,85.0,59338850000000.0
1971,0.0002,PTP,100.0,93501120800000.0
1972,0.0002,RB,85.0,32503130000000.0
1973,0.0002,RB,100.0,40522060000000.0
1974,0.00021,FT5,85.0,71917247101449.28
1975,0.00021,FT5,100.0,89207281250000.0
1976,0.00021,PTP,85.0,58820090000000.0
1977,0.00021,PTP,100.0,92970808000000.0
1978,0.00021,RB,85.0,32663105000000.0
1979,0.00021,RB,100.0,40922225000000.0
1980,0.00022,FT5,85.0,73505852173913.05
1981,0.00022,FT5,100.0,91542710416666.67
1982,0.00022,PTP,85.0,59188520000000.0
1983,0.00022,PTP,100.0,93855981200000.0
1984,0.00022,RB,85.0,33686592500000.0
1985,0.00022,RB,100.0,41992910000000.0
1986,0.00023,FT5,85.0,75233184057971.02
1987,0.00023,FT5,100.0,93816285416666.67
1988,0.00023,PTP,85.0,60482770000000.0
1989,0.00023,PTP,100.0,95529593200000.0
1990,0.00023,RB,85.0,34544537500000.0
1991,0.00023,RB,100.0,42801940000000.0
1992,0.00024,FT5,85.0,76409836231884.06
1993,0.00024,FT5,100.0,95235164583333.33
1994,0.00024,PTP,85.0,61837890000000.0
1995,0.00024,PTP,100.0,97348821600000.0
1996,0.00024,RB,85.0,34567872500000.0
1997,0.00024,RB,100.0,42722335000000.0
1998,0.000255,FT5,85.0,77790133333333.33
1999,0.000255,FT5,100.0,96557600000000.0
2000,0.000255,PTP,85.0,62986810000000.0
2001,0.000255,PTP,100.0,98973000000000.0
2002,0.000255,RB,85.0,34802817500000.0
2003,0.000255,RB,100.0,42928020000000.0
2004,0.00027,FT5,85.0,79554263043478.27
2005,0.00027,FT5,100.0,97641216666666.67
2006,0.00027,PTP,85.0,63232750000000.0
2007,0.00027,PTP,100.0,99201142800000.0
2008,0.00027,RB,85.0,36371600000000.0
2009,0.00027,RB,100.0,44799975000000.0
2010,0.00028,FT5,85.0,81864221739130.44
2011,0.00028,FT5,100.0,98653627083333.33
2012,0.00028,PTP,85.0,62696860000000.0
2013,0.00028,PTP,100.0,98246720000000.0
2014,0.00028,RB,85.0,39399072500000.0
2015,0.00028,RB,100.0,48482805000000.0
2016,0.0003,FT5,85.0,84496633333333.33
2017,0.0003,FT5,100.0,100262364583333.33
2018,0.0003,PTP,85.0,62848380000000.0
2019,0.0003,PTP,100.0,98404878400000.0
2020,0.0003,RB,85.0,42461222500000.0
2021,0.0003,RB,100.0,52188450000000.0
2022,0.00032,FT5,85.0,86548511594202.9
2023,0.00032,FT5,100.0,102482993750000.0
2024,0.00032,PTP,85.0,64635640000000.0
2025,0.00032,PTP,100.0,101178074000000.0
2026,0.00032,RB,85.0,43740802500000.0
2027,0.00032,RB,100.0,53642970000000.0
2028,0.00034,FT5,85.0,88083207971014.5
2029,0.00034,FT5,100.0,104857695833333.33
2030,0.00034,PTP,85.0,67210980000000.0
2031,0.00034,PTP,100.0,105217525600000.0
2032,0.00034,RB,85.0,43917675000000.0
2033,0.00034,RB,100.0,53686665000000.0
2034,0.00036,FT5,85.0,89582972463768.11
2035,0.00036,FT5,100.0,107161800000000.0
2036,0.00036,PTP,85.0,69732800000000.0
2037,0.00036,PTP,100.0,109173852400000.0
2038,0.00036,RB,85.0,44187687500000.0
2039,0.00036,RB,100.0,53797265000000.0
2040,0.00038,FT5,85.0,91050808695652.17
2041,0.00038,FT5,100.0,109400964583333.33
2042,0.00038,PTP,85.0,72205200000000.0
2043,0.00038,PTP,100.0,113053248400000.0
2044,0.00038,RB,85.0,44553032500000.0
2045,0.00038,RB,100.0,53967080000000.0
2046,0.0004,FT5,85.0,92586315217391.3
2047,0.0004,FT5,100.0,111721929166666.67
2048,0.0004,PTP,85.0,74783430000000.0
2049,0.0004,PTP,100.0,117099346000000.0
2050,0.0004,RB,85.0,45021732500000.0
2051,0.0004,RB,100.0,54202505000000.0
2052,0.000425,FT5,85.0,93253620289855.08
2053,0.000425,FT5,100.0,112993366666666.67
2054,0.000425,PTP,85.0,76477520000000.0
2055,0.000425,PTP,100.0,119768032000000.0
2056,0.000425,RB,85.0,45135177500000.0
2057,0.000425,RB,100.0,53966755000000.0
2058,0.00045,FT5,85.0,91833293478260.88
2059,0.00045,FT5,100.0,111679114583333.33
2060,0.00045,PTP,85.0,75859550000000.0
2061,0.00045,PTP,100.0,118828456000000.0
2062,0.00045,RB,85.0,44365705000000.0
2063,0.00045,RB,100.0,52662760000000.0
2064,0.000475,FT5,85.0,89269202898550.72
2065,0.000475,FT5,100.0,108910233333333.33
2066,0.000475,PTP,85.0,73893840000000.0
2067,0.000475,PTP,100.0,115783182800000.0
2068,0.000475,RB,85.0,43140230000000.0
2069,0.000475,RB,100.0,50832660000000.0
2070,0.0005,FT5,85.0,86798235507246.38
2071,0.0005,FT5,100.0,106214531250000.0
2072,0.0005,PTP,85.0,71954640000000.0
2073,0.0005,PTP,100.0,112776736000000.0
2074,0.0005,RB,85.0,41977235000000.0
2075,0.0005,RB,100.0,49114840000000.0
2076,0.000525,FT5,85.0,84515651449275.36
2077,0.000525,FT5,100.0,103715610416666.67
2078,0.000525,PTP,85.0,70158240000000.0
2079,0.000525,PTP,100.0,109991014000000.0
2080,0.000525,RB,85.0,40888690000000.0
2081,0.000525,RB,100.0,47541670000000.0
2082,0.00055,FT5,85.0,82398523913043.48
2083,0.00055,FT5,100.0,101390431250000.0
2084,0.00055,PTP,85.0,68487930000000.0
2085,0.00055,PTP,100.0,107400058400000.0
2086,0.00055,RB,85.0,39840845000000.0
2087,0.00055,RB,100.0,46087695000000.0
2088,0.000575,FT5,85.0,80427677536231.89
2089,0.000575,FT5,100.0,99219516666666.67
2090,0.000575,PTP,85.0,66929470000000.0
2091,0.000575,PTP,100.0,104982038400000.0
2092,0.000575,RB,85.0,38809512500000.0
2093,0.000575,RB,100.0,44733100000000.0
2094,0.0006,FT5,85.0,78537404347826.1
2095,0.0006,FT5,100.0,96816245833333.33
2096,0.0006,PTP,85.0,65290200000000.0
2097,0.0006,PTP,100.0,102378999600000.0
2098,0.0006,RB,85.0,38173545000000.0
2099,0.0006,RB,100.0,43916085000000.0
2100,0.00063,FT5,85.0,76688952898550.72
2101,0.00063,FT5,100.0,93671858333333.33
2102,0.00063,PTP,85.0,63316430000000.0
2103,0.00063,PTP,100.0,99114488000000.0
2104,0.00063,RB,85.0,38537262500000.0
2105,0.00063,RB,100.0,44330700000000.0
2106,0.00066,FT5,85.0,75406126811594.2
2107,0.00066,FT5,100.0,90850835416666.67
2108,0.00066,PTP,85.0,61605110000000.0
2109,0.00066,PTP,100.0,96207121200000.0
2110,0.00066,RB,85.0,39637172500000.0
2111,0.00066,RB,100.0,45668980000000.0
2112,0.00069,FT5,85.0,75646357246376.81
2113,0.00069,FT5,100.0,90557733333333.33
2114,0.00069,PTP,85.0,61411100000000.0
2115,0.00069,PTP,100.0,95805373200000.0
2116,0.00069,RB,85.0,40675692500000.0
2117,0.00069,RB,100.0,47000720000000.0
2118,0.00072,FT5,85.0,77589615942028.98
2119,0.00072,FT5,100.0,93265791666666.67
2120,0.00072,PTP,85.0,63006470000000.0
2121,0.00072,PTP,100.0,98374990800000.0
2122,0.00072,RB,85.0,41466820000000.0
2123,0.00072,RB,100.0,48100385000000.0
2124,0.00076,FT5,85.0,80421120289855.08
2125,0.00076,FT5,100.0,97476877083333.33
2126,0.00076,PTP,85.0,65486160000000.0
2127,0.00076,PTP,100.0,102408627600000.0
2128,0.00076,RB,85.0,42219070000000.0
2129,0.00076,RB,100.0,49205840000000.0
2130,0.0008,FT5,85.0,82843439130434.78
2131,0.0008,FT5,100.0,101082995833333.33
2132,0.0008,PTP,85.0,67602210000000.0
2133,0.0008,PTP,100.0,105867555200000.0
2134,0.0008,RB,85.0,42797100000000.0
2135,0.0008,RB,100.0,50156915000000.0
2136,0.00084,FT5,85.0,83690645652173.9
2137,0.00084,FT5,100.0,102308327083333.33
2138,0.00084,PTP,85.0,68335710000000.0
2139,0.00084,PTP,100.0,107106977600000.0
2140,0.00084,RB,85.0,42888105000000.0
2141,0.00084,RB,100.0,50576900000000.0
2142,0.00088,FT5,85.0,83149898550724.64
2143,0.00088,FT5,100.0,101431029166666.67
2144,0.00088,PTP,85.0,67853870000000.0
2145,0.00088,PTP,100.0,106391157600000.0
2146,0.00088,RB,85.0,42572187500000.0
2147,0.00088,RB,100.0,50533140000000.0
2148,0.00092,FT5,85.0,82240457971014.5
2149,0.00092,FT5,100.0,99999508333333.33
2150,0.00092,PTP,85.0,67049610000000.0
2151,0.00092,PTP,100.0,105153789200000.0
2152,0.00092,RB,85.0,42155805000000.0
2153,0.00092,RB,100.0,50357695000000.0
2154,0.00096,FT5,85.0,81380652898550.72
2155,0.00096,FT5,100.0,98649647916666.67
2156,0.00096,PTP,85.0,66288620000000.0
2157,0.00096,PTP,100.0,103982880000000.0
2158,0.00096,RB,85.0,41769350000000.0
2159,0.00096,RB,100.0,50187420000000.0
2160,0.001,FT5,85.0,80529915942028.98
2161,0.001,FT5,100.0,97314158333333.33
2162,0.001,PTP,85.0,65534070000000.0
2163,0.001,PTP,100.0,102821925200000.0
2164,0.001,RB,85.0,41418445000000.0
2165,0.001,RB,100.0,50018835000000.0
2166,0.00105,FT5,85.0,79875889130434.78
2167,0.00105,FT5,100.0,96400256250000.0
2168,0.00105,PTP,85.0,65099860000000.0
2169,0.00105,PTP,100.0,102112973600000.0
2170,0.00105,RB,85.0,40976990000000.0
2171,0.00105,RB,100.0,49697835000000.0
2172,0.0011,FT5,85.0,79705957246376.81
2173,0.0011,FT5,100.0,96469695833333.33
2174,0.0011,PTP,85.0,65389020000000.0
2175,0.0011,PTP,100.0,102434359600000.0
2176,0.0011,RB,85.0,40336322500000.0
2177,0.0011,RB,100.0,49092885000000.0
2178,0.00115,FT5,85.0,79811115217391.3
2179,0.00115,FT5,100.0,97067339583333.33
2180,0.00115,PTP,85.0,66055810000000.0
2181,0.00115,PTP,100.0,103297409600000.0
2182,0.00115,RB,85.0,39646147500000.0
2183,0.00115,RB,100.0,48376735000000.0
2184,0.0012,FT5,85.0,79954357246376.81
2185,0.0012,FT5,100.0,97737677083333.33
2186,0.0012,PTP,85.0,66790170000000.0
2187,0.0012,PTP,100.0,104251160400000.0
2188,0.0012,RB,85.0,38982925000000.0
2189,0.0012,RB,100.0,47640715000000.0
2190,0.001275,FT5,85.0,79868712318840.58
2191,0.001275,FT5,100.0,98134281250000.0
2192,0.001275,PTP,85.0,67261110000000.0
2193,0.001275,PTP,100.0,104850078800000.0
2194,0.001275,RB,85.0,38269325000000.0
2195,0.001275,RB,100.0,46785805000000.0
2196,0.00135,FT5,85.0,78771410144927.53
2197,0.00135,FT5,100.0,97035275000000.0
2198,0.00135,PTP,85.0,66253630000000.0
2199,0.00135,PTP,100.0,103478444800000.0
2200,0.00135,RB,85.0,37570175000000.0
2201,0.00135,RB,100.0,45858515000000.0
2202,0.001425,FT5,85.0,76487932608695.66
2203,0.001425,FT5,100.0,94116285416666.67
2204,0.001425,PTP,85.0,63446630000000.0
2205,0.001425,PTP,100.0,99707022400000.0
2206,0.001425,RB,85.0,36963757500000.0
2207,0.001425,RB,100.0,44950065000000.0
2208,0.0015,FT5,85.0,74888413768115.94
2209,0.0015,FT5,100.0,91929206250000.0
2210,0.0015,PTP,85.0,61257200000000.0
2211,0.0015,PTP,100.0,96743074000000.0
2212,0.0015,RB,85.0,36966897500000.0
2213,0.0015,RB,100.0,44758795000000.0
2214,0.0016,FT5,85.0,75716253623188.4
2215,0.0016,FT5,100.0,92818579166666.67
2216,0.0016,PTP,85.0,61845890000000.0
2217,0.0016,PTP,100.0,97473684800000.0
2218,0.0016,RB,85.0,38106057500000.0
2219,0.0016,RB,100.0,45985430000000.0
2220,0.0017,FT5,85.0,77568998550724.64
2221,0.0017,FT5,100.0,95133877083333.33
2222,0.0017,PTP,85.0,63691290000000.0
2223,0.0017,PTP,100.0,99942453200000.0
2224,0.0017,RB,85.0,39224325000000.0
2225,0.0017,RB,100.0,47226130000000.0
2226,0.0018,FT5,85.0,78594442753623.19
2227,0.0018,FT5,100.0,96603604166666.67
2228,0.0018,PTP,85.0,64726020000000.0
2229,0.0018,PTP,100.0,101441405200000.0
2230,0.0018,RB,85.0,39142292500000.0
2231,0.0018,RB,100.0,47033585000000.0
2232,0.0019,FT5,85.0,79065910869565.22
2233,0.0019,FT5,100.0,97450712500000.0
2234,0.0019,PTP,85.0,65179270000000.0
2235,0.0019,PTP,100.0,102211012400000.0
2236,0.0019,RB,85.0,38481207500000.0
2237,0.0019,RB,100.0,46141135000000.0
2238,0.002,FT5,85.0,78858604347826.1
2239,0.002,FT5,100.0,97215560416666.67
2240,0.002,PTP,85.0,64883280000000.0
2241,0.002,PTP,100.0,101761408000000.0
2242,0.002,RB,85.0,37906502500000.0
2243,0.002,RB,100.0,45249760000000.0
2244,0.0021,FT5,85.0,77317624637681.16
2245,0.0021,FT5,100.0,94871037500000.0
2246,0.0021,PTP,85.0,63131130000000.0
2247,0.0021,PTP,100.0,98944468400000.0
2248,0.0021,RB,85.0,37438122500000.0
2249,0.0021,RB,100.0,44293580000000.0
2250,0.0022,FT5,85.0,75602727536231.89
2251,0.0022,FT5,100.0,92320566666666.67
2252,0.0022,PTP,85.0,61434620000000.0
2253,0.0022,PTP,100.0,96207714400000.0
2254,0.0022,RB,85.0,37490192500000.0
2255,0.0022,RB,100.0,43988430000000.0
2256,0.0023,FT5,85.0,75029397101449.28
2257,0.0023,FT5,100.0,91652364583333.33
2258,0.0023,PTP,85.0,61467460000000.0
2259,0.0023,PTP,100.0,96243881200000.0
2260,0.0023,RB,85.0,38576695000000.0
2261,0.0023,RB,100.0,45180890000000.0
2262,0.0024,FT5,85.0,75601289130434.78
2263,0.0024,FT5,100.0,92433183333333.33
2264,0.0024,PTP,85.0,62746760000000.0
2265,0.0024,PTP,100.0,98206893600000.0
2266,0.0024,RB,85.0,40186850000000.0
2267,0.0024,RB,100.0,47091875000000.0
2268,0.00255,FT5,85.0,76918244927536.23
2269,0.00255,FT5,100.0,93712093750000.0
2270,0.00255,PTP,85.0,64359630000000.0
2271,0.00255,PTP,100.0,100581437600000.0
2272,0.00255,RB,85.0,41595222500000.0
2273,0.00255,RB,100.0,48651305000000.0
2274,0.0027,FT5,85.0,78274109420289.86
2275,0.0027,FT5,100.0,94918952083333.33
2276,0.0027,PTP,85.0,65996060000000.0
2277,0.0027,PTP,100.0,102837939200000.0
2278,0.0027,RB,85.0,42597255000000.0
2279,0.0027,RB,100.0,49653290000000.0
2280,0.0028,FT5,85.0,79339726086956.52
2281,0.0028,FT5,100.0,96019750000000.0
2282,0.0028,PTP,85.0,68330670000000.0
2283,0.0028,PTP,100.0,105609784800000.0
2284,0.0028,RB,85.0,42893945000000.0
2285,0.0028,RB,100.0,49793855000000.0
2286,0.003,FT5,85.0,80371802898550.72
2287,0.003,FT5,100.0,97274983333333.33
2288,0.003,PTP,85.0,72078740000000.0
2289,0.003,PTP,100.0,109705904000000.0
2290,0.003,RB,85.0,42464525000000.0
2291,0.003,RB,100.0,49054125000000.0
2292,0.0032,FT5,85.0,81346377536231.89
2293,0.0032,FT5,100.0,98437622916666.67
2294,0.0032,PTP,85.0,76204220000000.0
2295,0.0032,PTP,100.0,114122836800000.0
2296,0.0032,RB,85.0,41886915000000.0
2297,0.0032,RB,100.0,48150555000000.0
2298,0.0034,FT5,85.0,81622476811594.2
2299,0.0034,FT5,100.0,98383439583333.33
2300,0.0034,PTP,85.0,77986840000000.0
2301,0.0034,PTP,100.0,115939130400000.0
2302,0.0034,RB,85.0,42056742500000.0
2303,0.0034,RB,100.0,48186050000000.0
2304,0.0036,FT5,85.0,80820926811594.2
2305,0.0036,FT5,100.0,96466427083333.33
2306,0.0036,PTP,85.0,76043660000000.0
