,E (MeV),loc,Power,Avg. Flux
2916,0.66,FT5,85.0,262330565217391.3
2917,0.66,FT5,100.0,322847479166666.7
2918,0.66,PTP,85.0,228346900000000.0
2919,0.66,PTP,100.0,355466592000000.0
2920,0.66,RB,85.0,86021527500000.0
2921,0.66,RB,100.0,90661500000000.0
2922,0.69,FT5,85.0,278415065217391.3
2923,0.69,FT5,100.0,342093937500000.0
2924,0.69,PTP,85.0,240735100000000.0
2925,0.69,PTP,100.0,376163012000000.0
2926,0.69,RB,85.0,96731612500000.0
2927,0.69,RB,100.0,101880590000000.0
2928,0.72,FT5,85.0,289809492753623.2
2929,0.72,FT5,100.0,356488770833333.3
2930,0.72,PTP,85.0,249180000000000.0
2931,0.72,PTP,100.0,391429420000000.0
2932,0.72,RB,85.0,98027817500000.0
2933,0.72,RB,100.0,102825870000000.0
2934,0.76,FT5,85.0,283222898550724.6
2935,0.76,FT5,100.0,350297416666666.7
2936,0.76,PTP,85.0,247145300000000.0
2937,0.76,PTP,100.0,388410880000000.0
2938,0.76,RB,85.0,89580055000000.0
2939,0.76,RB,100.0,93720735000000.0
2940,0.8,FT5,85.0,267028304347826.1
2941,0.8,FT5,100.0,332377020833333.3
2942,0.8,PTP,85.0,239061900000000.0
2943,0.8,PTP,100.0,373859592000000.0
2944,0.8,RB,85.0,83092195000000.0
2945,0.8,RB,100.0,86917265000000.0
2946,0.84,FT5,85.0,253412782608695.66
2947,0.84,FT5,100.0,314133895833333.3
2948,0.84,PTP,85.0,227765700000000.0
2949,0.84,PTP,100.0,355158632000000.0
2950,0.84,RB,85.0,83819975000000.0
2951,0.84,RB,100.0,87451940000000.0
2952,0.88,FT5,85.0,247851355072463.78
2953,0.88,FT5,100.0,304193479166666.7
2954,0.88,PTP,85.0,219030800000000.0
2955,0.88,PTP,100.0,341904944000000.0
2956,0.88,RB,85.0,88055430000000.0
2957,0.88,RB,100.0,91413185000000.0
2958,0.92,FT5,85.0,248194478260869.56
2959,0.92,FT5,100.0,303904312500000.0
2960,0.92,PTP,85.0,217261900000000.0
2961,0.92,PTP,100.0,338993020000000.0
2962,0.92,RB,85.0,91834077500000.0
2963,0.92,RB,100.0,95083645000000.0
2964,0.96,FT5,85.0,247717478260869.56
2965,0.96,FT5,100.0,302690166666666.7
2966,0.96,PTP,85.0,215152100000000.0
2967,0.96,PTP,100.0,336337840000000.0
2968,0.96,RB,85.0,93224592500000.0
2969,0.96,RB,100.0,96395055000000.0
2970,1.0,FT5,85.0,253431311594202.9
2971,1.0,FT5,100.0,308513854166666.7
2972,1.0,PTP,85.0,218320800000000.0
2973,1.0,PTP,100.0,342200684000000.0
2974,1.0,RB,85.0,92769940000000.0
2975,1.0,RB,100.0,95611900000000.0
2976,1.1,FT5,85.0,267856021739130.44
2977,1.1,FT5,100.0,327021125000000.0
2978,1.1,PTP,85.0,231702200000000.0
2979,1.1,PTP,100.0,362990092000000.0
2980,1.1,RB,85.0,92040590000000.0
2981,1.1,RB,100.0,94433830000000.0
2982,1.2,FT5,85.0,277035797101449.28
2983,1.2,FT5,100.0,340343187500000.0
2984,1.2,PTP,85.0,241781700000000.0
2985,1.2,PTP,100.0,379184360000000.0
2986,1.2,RB,85.0,93089572500000.0
2987,1.2,RB,100.0,95100430000000.0
2988,1.3,FT5,85.0,280153579710144.94
2989,1.3,FT5,100.0,345036854166666.7
2990,1.3,PTP,85.0,245829400000000.0
2991,1.3,PTP,100.0,386214212000000.0
2992,1.3,RB,85.0,95844697500000.0
2993,1.3,RB,100.0,97469215000000.0
2994,1.4,FT5,85.0,290133934782608.7
2995,1.4,FT5,100.0,356114708333333.3
2996,1.4,PTP,85.0,254473800000000.0
2997,1.4,PTP,100.0,399443276000000.0
2998,1.4,RB,85.0,99839520000000.0
2999,1.4,RB,100.0,100859620000000.0
3000,1.5,FT5,85.0,303482246376811.6
3001,1.5,FT5,100.0,369727479166666.7
3002,1.5,PTP,85.0,264130300000000.0
3003,1.5,PTP,100.0,413964028000000.0
3004,1.5,RB,85.0,105705672500000.0
3005,1.5,RB,100.0,105728160000000.0
3006,1.6,FT5,85.0,313245891304347.8
3007,1.6,FT5,100.0,378653354166666.7
3008,1.6,PTP,85.0,269712700000000.0
3009,1.6,PTP,100.0,422494548000000.0
3010,1.6,RB,85.0,112927842500000.0
3011,1.6,RB,100.0,111738640000000.0
3012,1.7,FT5,85.0,318271072463768.1
3013,1.7,FT5,100.0,383246958333333.3
3014,1.7,PTP,85.0,272594300000000.0
3015,1.7,PTP,100.0,427034300000000.0
3016,1.7,RB,85.0,115917992500000.0
3017,1.7,RB,100.0,113610035000000.0
3018,1.8,FT5,85.0,316419231884058.0
3019,1.8,FT5,100.0,381594395833333.3
3020,1.8,PTP,85.0,271838600000000.0
3021,1.8,PTP,100.0,426184360000000.0
3022,1.8,RB,85.0,110221387500000.0
3023,1.8,RB,100.0,106945780000000.0
3024,1.9,FT5,85.0,311684695652173.94
3025,1.9,FT5,100.0,377388812500000.0
3026,1.9,PTP,85.0,269606000000000.0
3027,1.9,PTP,100.0,423132960000000.0
3028,1.9,RB,85.0,101077600000000.0
3029,1.9,RB,100.0,96957115000000.0
3030,2.0,FT5,85.0,308074681159420.3
3031,2.0,FT5,100.0,373743520833333.3
3032,2.0,PTP,85.0,267509600000000.0
3033,2.0,PTP,100.0,420263356000000.0
3034,2.0,RB,85.0,94029212500000.0
3035,2.0,RB,100.0,89121150000000.0
3036,2.1,FT5,85.0,308858333333333.3
3037,2.1,FT5,100.0,373890958333333.3
3038,2.1,PTP,85.0,267724000000000.0
3039,2.1,PTP,100.0,420467872000000.0
3040,2.1,RB,85.0,90447580000000.0
3041,2.1,RB,100.0,84663085000000.0
3042,2.2,FT5,85.0,315895239130434.8
3043,2.2,FT5,100.0,380607208333333.3
3044,2.2,PTP,85.0,272521500000000.0
3045,2.2,PTP,100.0,426759432000000.0
3046,2.2,RB,85.0,89889955000000.0
3047,2.2,RB,100.0,83086855000000.0
3048,2.3,FT5,85.0,325711181159420.3
3049,2.3,FT5,100.0,390471395833333.3
3050,2.3,PTP,85.0,279638300000000.0
3051,2.3,PTP,100.0,436109028000000.0
3052,2.3,RB,85.0,90299532500000.0
3053,2.3,RB,100.0,82444155000000.0
3054,2.4,FT5,85.0,329389471014492.75
3055,2.4,FT5,100.0,392852145833333.3
3056,2.4,PTP,85.0,281393000000000.0
3057,2.4,PTP,100.0,437819728000000.0
3058,2.4,RB,85.0,89172620000000.0
3059,2.4,RB,100.0,80476510000000.0
3060,2.5,FT5,85.0,320053840579710.1
3061,2.5,FT5,100.0,379312833333333.3
3062,2.5,PTP,85.0,271646300000000.0
3063,2.5,PTP,100.0,423186084000000.0
3064,2.5,RB,85.0,85028365000000.0
3065,2.5,RB,100.0,75919720000000.0
3066,2.6,FT5,85.0,303747217391304.4
3067,2.6,FT5,100.0,357064604166666.7
3068,2.6,PTP,85.0,255511500000000.0
3069,2.6,PTP,100.0,399474164000000.0
3070,2.6,RB,85.0,79681252500000.0
3071,2.6,RB,100.0,70456710000000.0
3072,2.7,FT5,85.0,288381000000000.0
3073,2.7,FT5,100.0,336461229166666.7
3074,2.7,PTP,85.0,240597100000000.0
3075,2.7,PTP,100.0,377415928000000.0
3076,2.7,RB,85.0,74920920000000.0
3077,2.7,RB,100.0,65689225000000.0
3078,2.8,FT5,85.0,275049579710144.94
3079,2.8,FT5,100.0,319863562500000.0
3080,2.8,PTP,85.0,228834300000000.0
3081,2.8,PTP,100.0,359648960000000.0
3082,2.8,RB,85.0,70820580000000.0
3083,2.8,RB,100.0,61664840000000.0
3084,2.9,FT5,85.0,263275130434782.6
3085,2.9,FT5,100.0,306424708333333.3
3086,2.9,PTP,85.0,219581100000000.0
3087,2.9,PTP,100.0,345326120000000.0
3088,2.9,RB,85.0,67289117500000.0
3089,2.9,RB,100.0,58278980000000.0
3090,3.0,FT5,85.0,252472181159420.28
3091,3.0,FT5,100.0,294455645833333.3
3092,3.0,PTP,85.0,211430500000000.0
3093,3.0,PTP,100.0,332597508000000.0
3094,3.0,RB,85.0,64097897500000.0
3095,3.0,RB,100.0,55304435000000.0
3096,3.1,FT5,85.0,242443623188405.8
3097,3.1,FT5,100.0,283316895833333.3
3098,3.1,PTP,85.0,203836000000000.0
3099,3.1,PTP,100.0,320734708000000.0
3100,3.1,RB,85.0,61130440000000.0
3101,3.1,RB,100.0,52620550000000.0
3102,3.2,FT5,85.0,233109891304347.8
3103,3.2,FT5,100.0,272927354166666.66
3104,3.2,PTP,85.0,196743400000000.0
3105,3.2,PTP,100.0,309653536000000.0
3106,3.2,RB,85.0,58363417500000.0
3107,3.2,RB,100.0,50192825000000.0
3108,3.3,FT5,85.0,224402340579710.16
3109,3.3,FT5,100.0,263217166666666.66
3110,3.3,PTP,85.0,190105300000000.0
3111,3.3,PTP,100.0,299280444000000.0
3112,3.3,RB,85.0,55777120000000.0
3113,3.3,RB,100.0,47990675000000.0
3114,3.4,FT5,85.0,216261217391304.34
3115,3.4,FT5,100.0,254125395833333.34
3116,3.4,PTP,85.0,183880200000000.0
3117,3.4,PTP,100.0,289550668000000.0
3118,3.4,RB,85.0,53354582500000.0
3119,3.4,RB,100.0,45986870000000.0
3120,3.5,FT5,85.0,208634265942029.0
3121,3.5,FT5,100.0,245598708333333.34
3122,3.5,PTP,85.0,178030900000000.0
3123,3.5,PTP,100.0,280407008000000.0
3124,3.5,RB,85.0,51080935000000.0
3125,3.5,RB,100.0,44157190000000.0
3126,3.6,FT5,85.0,200925835507246.38
3127,3.6,FT5,100.0,236790750000000.0
3128,3.6,PTP,85.0,171902600000000.0
3129,3.6,PTP,100.0,270807908000000.0
3130,3.6,RB,85.0,48942037500000.0
3131,3.6,RB,100.0,42480345000000.0
3132,3.7,FT5,85.0,192032890579710.16
3133,3.7,FT5,100.0,226112500000000.0
3134,3.7,PTP,85.0,164261700000000.0
3135,3.7,PTP,100.0,258789296000000.0
3136,3.7,RB,85.0,46924267500000.0
3137,3.7,RB,100.0,40937625000000.0
3138,3.8,FT5,85.0,182074653623188.4
3139,3.8,FT5,100.0,213751962500000.0
3140,3.8,PTP,85.0,155256560000000.0
3141,3.8,PTP,100.0,244588356000000.0
3142,3.8,RB,85.0,45017200000000.0
3143,3.8,RB,100.0,39511805000000.0
3144,3.9,FT5,85.0,172303719565217.4
3145,3.9,FT5,100.0,201549214583333.34
3146,3.9,PTP,85.0,146322090000000.0
3147,3.9,PTP,100.0,230491335600000.0
3148,3.9,RB,85.0,43213157500000.0
3149,3.9,RB,100.0,38187100000000.0
3150,4.0,FT5,85.0,163281521014492.75
3151,4.0,FT5,100.0,190336850000000.0
3152,4.0,PTP,85.0,138109370000000.0
3153,4.0,PTP,100.0,217535235200000.0
3154,4.0,RB,85.0,41504165000000.0
3155,4.0,RB,100.0,36949895000000.0
3156,4.1,FT5,85.0,154932867391304.34
3157,4.1,FT5,100.0,180016868750000.0
3158,4.1,PTP,85.0,130544120000000.0
3159,4.1,PTP,100.0,205602540800000.0
3160,4.1,RB,85.0,39882087500000.0
3161,4.1,RB,100.0,35788490000000.0
3162,4.2,FT5,85.0,147191703623188.4
3163,4.2,FT5,100.0,170503035416666.66
3164,4.2,PTP,85.0,123560940000000.0
3165,4.2,PTP,100.0,194590282400000.0
3166,4.2,RB,85.0,38339615000000.0
3167,4.2,RB,100.0,34692710000000.0
3168,4.3,FT5,85.0,139999742028985.5
3169,4.3,FT5,100.0,161718933333333.34
3170,4.3,PTP,85.0,117102950000000.0
3171,4.3,PTP,100.0,184407906000000.0
3172,4.3,RB,85.0,36870252500000.0
3173,4.3,RB,100.0,33653810000000.0
3174,4.4,FT5,85.0,133305535507246.38
3175,4.4,FT5,100.0,153596558333333.34
3176,4.4,PTP,85.0,111119750000000.0
3177,4.4,PTP,100.0,174975602400000.0
3178,4.4,RB,85.0,35468307500000.0
3179,4.4,RB,100.0,32664338000000.0
3180,4.5,FT5,85.0,127165417391304.34
3181,4.5,FT5,100.0,146242193750000.0
3182,4.5,PTP,85.0,105696090000000.0
3183,4.5,PTP,100.0,166438793200000.0
3184,4.5,RB,85.0,34091697500000.0
3185,4.5,RB,100.0,31682144500000.0
3186,4.6,FT5,85.0,121737737681159.42
3187,4.6,FT5,100.0,139926314583333.33
3188,4.6,PTP,85.0,101043780000000.0
3189,4.6,PTP,100.0,159154539200000.0
3190,4.6,RB,85.0,32666935000000.0
3191,4.6,RB,100.0,30633915000000.0
3192,4.7,FT5,85.0,116960892753623.19
3193,4.7,FT5,100.0,134556668750000.0
3194,4.7,PTP,85.0,97094100000000.0
3195,4.7,PTP,100.0,153011189600000.0
3196,4.7,RB,85.0,31202800000000.0
3197,4.7,RB,100.0,29525199500000.0
3198,4.8,FT5,85.0,112564877536231.89
3199,4.8,FT5,100.0,129699356250000.0
3200,4.8,PTP,85.0,93514500000000.0
3201,4.8,PTP,100.0,147456811600000.0
3202,4.8,RB,85.0,29779397500000.0
3203,4.8,RB,100.0,28432433000000.0
3204,4.9,FT5,85.0,108409864492753.62
3205,4.9,FT5,100.0,125132458333333.33
3206,4.9,PTP,85.0,90136510000000.0
3207,4.9,PTP,100.0,142213126400000.0
3208,4.9,RB,85.0,28431637500000.0
3209,4.9,RB,100.0,27390028500000.0
3210,5.0,FT5,85.0,104478337681159.42
3211,5.0,FT5,100.0,120832000000000.0
3212,5.0,PTP,85.0,86945140000000.0
3213,5.0,PTP,100.0,137256885200000.0
3214,5.0,RB,85.0,27155110000000.0
3215,5.0,RB,100.0,26394552500000.0
3216,5.1,FT5,85.0,100754440579710.14
3217,5.1,FT5,100.0,116775772916666.67
3218,5.1,PTP,85.0,83926650000000.0
3219,5.1,PTP,100.0,132566975600000.0
3220,5.1,RB,85.0,25945970000000.0
3221,5.1,RB,100.0,25443231000000.0
3222,5.2,FT5,85.0,97223844927536.23
3223,5.2,FT5,100.0,112943212500000.0
3224,5.2,PTP,85.0,81068570000000.0
3225,5.2,PTP,100.0,128124180000000.0
3226,5.2,RB,85.0,24800817500000.0
3227,5.2,RB,100.0,24533776500000.0
3228,5.3,FT5,85.0,93873610869565.22
3229,5.3,FT5,100.0,109315731250000.0
3230,5.3,PTP,85.0,78359570000000.0
3231,5.3,PTP,100.0,123911016800000.0
3232,5.3,RB,85.0,23716575000000.0
3233,5.3,RB,100.0,23664193500000.0
3234,5.4,FT5,85.0,90691892028985.5
3235,5.4,FT5,100.0,105876522916666.67
3236,5.4,PTP,85.0,75789130000000.0
3237,5.4,PTP,100.0,119911603200000.0
3238,5.4,RB,85.0,22690392500000.0
3239,5.4,RB,100.0,22832724500000.0
3240,5.5,FT5,85.0,87667923913043.48
3241,5.5,FT5,100.0,102610187500000.0
3242,5.5,PTP,85.0,73347950000000.0
3243,5.5,PTP,100.0,116111387600000.0
3244,5.5,RB,85.0,21719632500000.0
3245,5.5,RB,100.0,22037734500000.0
3246,5.6,FT5,85.0,84211601449275.36
3247,5.6,FT5,100.0,98836950000000.0
3248,5.6,PTP,85.0,70567850000000.0
3249,5.6,PTP,100.0,111741749200000.0
3250,5.6,RB,85.0,20652680000000.0
3251,5.6,RB,100.0,21124129500000.0
3252,5.7,FT5,85.0,79710635507246.38
3253,5.7,FT5,100.0,93819554166666.67
3254,5.7,PTP,85.0,66934020000000.0
3255,5.7,PTP,100.0,105957457600000.0
3256,5.7,RB,85.0,19355277500000.0
3257,5.7,RB,100.0,19951225500000.0
3258,5.8,FT5,85.0,74789486956521.73
3259,5.8,FT5,100.0,88242206250000.0
3260,5.8,PTP,85.0,62913000000000.0
3261,5.8,PTP,100.0,99526334800000.0
3262,5.8,RB,85.0,18010030250000.0
3263,5.8,RB,100.0,18704066000000.0
3264,5.9,FT5,85.0,70169578985507.25
3265,5.9,FT5,100.0,82965697916666.67
3266,5.9,PTP,85.0,59108270000000.0
3267,5.9,PTP,100.0,93441262800000.0
3268,5.9,RB,85.0,16778042500000.0
3269,5.9,RB,100.0,17549871500000.0
3270,6.0,FT5,85.0,65903689855072.46
3271,6.0,FT5,100.0,78082864583333.33
3272,6.0,PTP,85.0,55591950000000.0
3273,6.0,PTP,100.0,87821384800000.0
3274,6.0,RB,85.0,15648981500000.0
3275,6.0,RB,100.0,16480538500000.0
3276,6.1,FT5,85.0,61959886231884.055
3277,6.1,FT5,100.0,73557960416666.67
3278,6.1,PTP,85.0,52337910000000.0
3279,6.1,PTP,100.0,82624220800000.0
3280,6.1,RB,85.0,14613479250000.0
3281,6.1,RB,100.0,15488709000000.0
3282,6.2,FT5,85.0,58309518115942.03
3283,6.2,FT5,100.0,69359187500000.0
3284,6.2,PTP,85.0,49322740000000.0
3285,6.2,PTP,100.0,77811730400000.0
3286,6.2,RB,85.0,13663012750000.0
3287,6.2,RB,100.0,14567724000000.0
3288,6.3,FT5,85.0,54926830434782.61
3289,6.3,FT5,100.0,65458208333333.336
3290,6.3,PTP,85.0,46525470000000.0
3291,6.3,PTP,100.0,73349919200000.0
3292,6.3,RB,85.0,12789829000000.0
3293,6.3,RB,100.0,13711568500000.0
3294,6.4,FT5,85.0,51788650000000.0
3295,6.4,FT5,100.0,61829643750000.0
3296,6.4,PTP,85.0,43927300000000.0
3297,6.4,PTP,100.0,69208239200000.0
3298,6.4,RB,85.0,11986897750000.0
3299,6.4,RB,100.0,12914816000000.0
3300,6.5,FT5,85.0,48874071014492.75
3301,6.5,FT5,100.0,58450716666666.664
3302,6.5,PTP,85.0,41511230000000.0
3303,6.5,PTP,100.0,65359229200000.0
3304,6.5,RB,85.0,11247820250000.0
3305,6.5,RB,100.0,12172584000000.0
3306,6.6,FT5,85.0,46164221014492.75
3307,6.6,FT5,100.0,55300887500000.0
3308,6.6,PTP,85.0,39261970000000.0
3309,6.6,PTP,100.0,61778162000000.0
3310,6.6,RB,85.0,10566782500000.0
3311,6.6,RB,100.0,11480492000000.0
3312,6.7,FT5,85.0,43642068115942.03
3313,6.7,FT5,100.0,52361616666666.664
3314,6.7,PTP,85.0,37165780000000.0
3315,6.7,PTP,100.0,58442734000000.0
3316,6.7,RB,85.0,9938527500000.0
3317,6.7,RB,100.0,10834596500000.0
3318,6.8,FT5,85.0,41292176086956.52
3319,6.8,FT5,100.0,49616118750000.0
3320,6.8,PTP,85.0,35210160000000.0
3321,6.8,PTP,100.0,55332797200000.0
3322,6.8,RB,85.0,9358292500000.0
3323,6.8,RB,100.0,10231361500000.0
3324,6.9,FT5,85.0,39100562318840.58
3325,6.9,FT5,100.0,47049143750000.0
3326,6.9,PTP,85.0,33383810000000.0
3327,6.9,PTP,100.0,52430116400000.0
3328,6.9,RB,85.0,8821767250000.0
3329,6.9,RB,100.0,9667594500000.0
3330,7.0,FT5,85.0,37054562318840.58
3331,7.0,FT5,100.0,44646850000000.0
3332,7.0,PTP,85.0,31676500000000.0
3333,7.0,PTP,100.0,49718162400000.0
3334,7.0,RB,85.0,8325057250000.0
3335,7.0,RB,100.0,9140401000000.0
3336,7.1,FT5,85.0,35142678985507.246
3337,7.1,FT5,100.0,42396637500000.0
3338,7.1,PTP,85.0,30078940000000.0
3339,7.1,PTP,100.0,47181946400000.0
3340,7.1,RB,85.0,7864635750000.0
3341,7.1,RB,100.0,8647164000000.0
3342,7.2,FT5,85.0,33354459420289.855
3343,7.2,FT5,100.0,40287025000000.0
3344,7.2,PTP,85.0,28582660000000.0
3345,7.2,PTP,100.0,44807845200000.0
3346,7.2,RB,85.0,7437324750000.0
3347,7.2,RB,100.0,8185494500000.0
3348,7.3,FT5,85.0,31550723913043.477
3349,7.3,FT5,100.0,38151114583333.336
3350,7.3,PTP,85.0,27059540000000.0
3351,7.3,PTP,100.0,42411461200000.0
3352,7.3,RB,85.0,7015538250000.0
3353,7.3,RB,100.0,7726377000000.0
3354,7.4,FT5,85.0,29597250000000.0
3355,7.4,FT5,100.0,35824756250000.0
3356,7.4,PTP,85.0,25382720000000.0
3357,7.4,PTP,100.0,39810131600000.0
3358,7.4,RB,85.0,6574896750000.0
3359,7.4,RB,100.0,7244121000000.0
3360,7.5,FT5,85.0,27637734782608.695
3361,7.5,FT5,100.0,33479310416666.668
3362,7.5,PTP,85.0,23683680000000.0
3363,7.5,PTP,100.0,37190377600000.0
3364,7.5,RB,85.0,6143840250000.0
3365,7.5,RB,100.0,6770273500000.0
3366,7.6,FT5,85.0,25821015942028.984
3367,7.6,FT5,100.0,31298541666666.668
3368,7.6,PTP,85.0,22105520000000.0
3369,7.6,PTP,100.0,34755545600000.0
3370,7.6,RB,85.0,5747380250000.0
3371,7.6,RB,100.0,6332620000000.0
3372,7.7,FT5,85.0,24145576086956.523
3373,7.7,FT5,100.0,29284483333333.332
3374,7.7,PTP,85.0,20651160000000.0
3375,7.7,PTP,100.0,32508905200000.0
3376,7.7,RB,85.0,5382248000000.0
3377,7.7,RB,100.0,5928140500000.0
3378,7.8,FT5,85.0,22598829710144.926
3379,7.8,FT5,100.0,27422570833333.332
3380,7.8,PTP,85.0,19309460000000.0
3381,7.8,PTP,100.0,30433744800000.0
3382,7.8,RB,85.0,5045521250000.0
3383,7.8,RB,100.0,5554083000000.0
3384,7.9,FT5,85.0,21169440869565.22
3385,7.9,FT5,100.0,25699666666666.668
3386,7.9,PTP,85.0,18070430000000.0
3387,7.9,PTP,100.0,28515031600000.0
3388,7.9,RB,85.0,4734588250000.0
3389,7.9,RB,100.0,5207929000000.0
3390,8.0,FT5,85.0,19847198405797.1
3391,8.0,FT5,100.0,24103908333333.332
3392,8.0,PTP,85.0,16925040000000.0
3393,8.0,PTP,100.0,26739214000000.0
3394,8.0,RB,85.0,4447111500000.0
3395,8.0,RB,100.0,4887377500000.0
3396,8.1,FT5,85.0,18622890434782.61
3397,8.1,FT5,100.0,22624587291666.668
3398,8.1,PTP,85.0,15865160000000.0
3399,8.1,PTP,100.0,25094055600000.0
3400,8.1,RB,85.0,4180993500000.0
3401,8.1,RB,100.0,4590321500000.0
3402,8.2,FT5,85.0,17488170869565.217
3403,8.2,FT5,100.0,21252007083333.332
3404,8.2,PTP,85.0,14883475000000.0
3405,8.2,PTP,100.0,23568508800000.0
3406,8.2,RB,85.0,3934352500000.0
3407,8.2,RB,100.0,4314831000000.0
3408,8.3,FT5,85.0,16435501304347.826
3409,8.3,FT5,100.0,19977367916666.668
3410,8.3,PTP,85.0,13973363000000.0
3411,8.3,PTP,100.0,22152585920000.0
3412,8.3,RB,85.0,3705497750000.0
3413,8.3,RB,100.0,4059140500000.0
3414,8.4,FT5,85.0,15458060652173.912
3415,8.4,FT5,100.0,18792680000000.0
3416,8.4,PTP,85.0,13128841000000.0
3417,8.4,PTP,100.0,20837223160000.0
3418,8.4,RB,85.0,3492909500000.0
3419,8.4,RB,100.0,3821633000000.0
3420,8.5,FT5,85.0,14549654057971.014
3421,8.5,FT5,100.0,17690693958333.332
3422,8.5,PTP,85.0,12344487000000.0
3423,8.5,PTP,100.0,19614198400000.0
3424,8.5,RB,85.0,3295222750000.0
3425,8.5,RB,100.0,3600832500000.0
3426,8.6,FT5,85.0,13704668478260.87
3427,8.6,FT5,100.0,16664814583333.334
3428,8.6,PTP,85.0,11615357000000.0
3429,8.6,PTP,100.0,18476057720000.0
3430,8.6,RB,85.0,3111210250000.0
3431,8.6,RB,100.0,3395387000000.0
3432,8.7,FT5,85.0,12918013115942.03
3433,8.7,FT5,100.0,15709030625000.0
3434,8.7,PTP,85.0,10937000000000.0
3435,8.7,PTP,100.0,17416022560000.0
3436,8.7,RB,85.0,2939767250000.0
3437,8.7,RB,100.0,3204061750000.0
3438,8.8,FT5,85.0,12185052681159.42
3439,8.8,FT5,100.0,14817860833333.334
3440,8.8,PTP,85.0,10305370000000.0
3441,8.8,PTP,100.0,16427924360000.0
3442,8.8,RB,85.0,2779902250000.0
3443,8.8,RB,100.0,3025730900000.0
3444,8.9,FT5,85.0,11501576304347.826
3445,8.9,FT5,100.0,13986311875000.0
3446,8.9,PTP,85.0,9716756000000.0
3447,8.9,PTP,100.0,15506148960000.0
3448,8.9,RB,85.0,2630728250000.0
3449,8.9,RB,100.0,2859368400000.0
3450,9.0,FT5,85.0,10862525144927.537
3451,9.0,FT5,100.0,13207826041666.666
3452,9.0,PTP,85.0,9166432000000.0
3453,9.0,PTP,100.0,14643275280000.0
3454,9.0,RB,85.0,2491453000000.0
3455,9.0,RB,100.0,2704040450000.0
3456,9.1,FT5,85.0,10234152971014.492
3457,9.1,FT5,100.0,12443824791666.666
3458,9.1,PTP,85.0,8631707000000.0
3459,9.1,PTP,100.0,13801714840000.0
3460,9.1,RB,85.0,2351723250000.0
3461,9.1,RB,100.0,2548340100000.0
3462,9.2,FT5,85.0,9589160289855.072
3463,9.2,FT5,100.0,11664243125000.0
3464,9.2,PTP,85.0,8095261000000.0
3465,9.2,PTP,100.0,12952758760000.0
3466,9.2,RB,85.0,2202394500000.0
3467,9.2,RB,100.0,2382230900000.0
3468,9.3,FT5,85.0,8962402463768.115
3469,9.3,FT5,100.0,10908455000000.0
3470,9.3,PTP,85.0,7578944000000.0
3471,9.3,PTP,100.0,12133377320000.0
3472,9.3,RB,85.0,2054892500000.0
3473,9.3,RB,100.0,2218193050000.0
3474,9.4,FT5,85.0,8383241231884.058
3475,9.4,FT5,100.0,10209037916666.666
3476,9.4,PTP,85.0,7100579000000.0
3477,9.4,PTP,100.0,11373821800000.0
3478,9.4,RB,85.0,1919301850000.0
3479,9.4,RB,100.0,2067170650000.0
3480,9.5,FT5,85.0,7847668115942.029
3481,9.5,FT5,100.0,9561277916666.666
3482,9.5,PTP,85.0,6657010000000.0
3483,9.5,PTP,100.0,10669158080000.0
3484,9.5,RB,85.0,1794658850000.0
3485,9.5,RB,100.0,1927998300000.0
3486,9.6,FT5,85.0,7352056956521.739
3487,9.6,FT5,100.0,8960898750000.0
3488,9.6,PTP,85.0,6245369000000.0
3489,9.6,PTP,100.0,10014893880000.0
3490,9.6,RB,85.0,1680096325000.0
3491,9.6,RB,100.0,1799627750000.0
3492,9.7,FT5,85.0,6893121086956.521
3493,9.7,FT5,100.0,8404018958333.333
3494,9.7,PTP,85.0,5863073000000.0
3495,9.7,PTP,100.0,9406954000000.0
3496,9.7,RB,85.0,1574829725000.0
3497,9.7,RB,100.0,1681112400000.0
3498,9.8,FT5,85.0,6467874710144.928
3499,9.8,FT5,100.0,7887107916666.667
3500,9.8,PTP,85.0,5507758000000.0
3501,9.8,PTP,100.0,8841636600000.0
3502,9.8,RB,85.0,1478139825000.0
3503,9.8,RB,100.0,1571599300000.0
3504,9.9,FT5,85.0,6073592536231.884
3505,9.9,FT5,100.0,7406948958333.333
3506,9.9,PTP,85.0,5177273000000.0
3507,9.9,PTP,100.0,8315560760000.0
3508,9.9,RB,85.0,1389359825000.0
3509,9.9,RB,100.0,1470318550000.0
3510,10.0,FT5,85.0,5707785579710.145
3511,10.0,FT5,100.0,6960614375000.0
3512,10.0,PTP,85.0,4869662000000.0
3513,10.0,PTP,100.0,7825659280000.0
3514,10.0,RB,85.0,1307863275000.0
3515,10.0,RB,100.0,1376569250000.0
3516,10.1,FT5,85.0,5368172826086.956
3517,10.1,FT5,100.0,6545432708333.333
3518,10.1,PTP,85.0,4583138000000.0
3519,10.1,PTP,100.0,7369132160000.0
3520,10.1,RB,85.0,1233051325000.0
3521,10.1,RB,100.0,1289718950000.0
3522,10.2,FT5,85.0,5052651159420.29
3523,10.2,FT5,100.0,6158953750000.0
3524,10.2,PTP,85.0,4316066000000.0
3525,10.2,PTP,100.0,6943394440000.0
3526,10.2,RB,85.0,1164345600000.0
3527,10.2,RB,100.0,1209192450000.0
3528,10.3,FT5,85.0,4759281376811.594
3529,10.3,FT5,100.0,5798935833333.333
3530,10.3,PTP,85.0,4066955000000.0
3531,10.3,PTP,100.0,6546084720000.0
